DateTime,Latitude_degrees_north,Longitude_degrees_east
2011-12-29 16:51:34,-60.64265,-44.591681
2011-12-29 16:55:34,-60.641744,-44.591604
2011-12-29 16:59:40,-60.640438,-44.593374
2011-12-29 17:08:11,-60.634151,-44.587607
2011-12-29 17:18:05,-60.62705,-44.574575
2011-12-29 17:27:06,-60.624933,-44.57046
2011-12-29 17:31:55,-60.624216,-44.570971
2011-12-29 17:37:23,-60.623816,-44.572399
2011-12-29 17:41:36,-60.62057,-44.575673
2011-12-29 17:45:40,-60.621215,-44.575046
2011-12-29 17:49:42,-60.619356,-44.57682
2011-12-29 17:54:25,-60.619604,-44.5775
2011-12-29 18:04:08,-60.614644,-44.57262
2011-12-29 18:08:07,-60.611021,-44.570138
2011-12-29 18:16:28,-60.608972,-44.566938
2011-12-29 18:20:27,-60.608635,-44.564258
2011-12-29 18:24:32,-60.607136,-44.562158
2011-12-29 18:34:00,-60.603358,-44.559276
2011-12-29 18:38:47,-60.602698,-44.563623
2011-12-29 18:56:18,-60.594091,-44.543338
2011-12-29 19:00:32,-60.591373,-44.540214
2011-12-29 19:04:47,-60.588759,-44.536557
2011-12-29 19:09:44,-60.586366,-44.531931
2011-12-29 19:14:26,-60.583194,-44.527614
2011-12-29 19:18:32,-60.580026,-44.523288
2011-12-29 19:24:16,-60.577664,-44.517042
2011-12-29 19:30:47,-60.574815,-44.511916
2011-12-29 19:36:22,-60.573204,-44.506604
2011-12-29 19:40:21,-60.57235,-44.507467
2011-12-29 19:45:49,-60.56936,-44.499715
2011-12-29 19:50:51,-60.567034,-44.497421
2011-12-29 19:56:04,-60.567854,-44.496707
2011-12-29 20:01:44,-60.563495,-44.504593
2011-12-29 20:06:57,-60.564753,-44.499708
2011-12-29 20:10:56,-60.564783,-44.499335
2011-12-29 20:15:03,-60.562754,-44.497044
2011-12-29 20:20:33,-60.560247,-44.495256
2011-12-29 20:24:42,-60.557636,-44.493181
2011-12-29 20:29:54,-60.555808,-44.488435
2011-12-29 20:33:56,-60.554886,-44.487409
2011-12-29 20:39:09,-60.550789,-44.48212
